S.No,InvoiceNo,Date,Country,ProductID,Shop,Gender,Size (US),UnitPrice,Discount,SalePrice
5539,57291,42231.00611,United States,2191,US15,Male,9,169,0,169
5540,57292,42231.00611,Germany,2237,GER1,Female,5,169,0.3,118.3
5541,57293,42231.07611,Canada,2219,CAN3,Male,9,169,0.5,84.5
5542,57294,42231.21611,United States,2205,US6,Female,9.5,159,0.5,79.5
5543,57295,42231.30611,Germany,2204,GER2,Male,9.5,189,0,189
5544,57295,42231.30611,Germany,2241,GER2,Male,8.5,159,0.5,79.5
5545,57296,42231.33611,Canada,2196,CAN6,Female,7,139,0,139
5546,57297,42231.36611,United States,2175,US2,Female,7,129,0,129
5547,57298,42231.37611,Germany,2226,GER2,Female,7.5,189,0,189
5548,57299,42231.39611,United States,2148,US12,Male,9,149,0.2,119.2
5549,57300,42231.50611,Germany,2168,GER2,Female,7,189,0.5,94.5
5550,57301,42231.52611,United States,2178,US11,Male,10.5,159,0.5,79.5
5551,57302,42231.54611,Germany,2152,GER2,Female,7,189,0,189
5552,57302,42231.54611,Germany,2149,GER1,Female,8.5,139,0,139
5553,57303,42231.58611,United States,2196,US14,Female,9,179,0.5,89.5
5554,57304,42231.65611,United States,2224,US4,Male,9.5,129,0.2,103.2
5555,57305,42231.76611,United States,2200,US7,Male,10,169,0,169
5556,57306,42232.00611,Canada,2240,CAN6,Male,8.5,189,0,189
5557,57306,42232.00611,Canada,2183,CAN6,Male,8.5,189,0,189
5558,57307,42232.07611,Canada,2220,CAN5,Male,10.5,159,0,159
5559,57308,42232.36611,Canada,2235,CAN5,Male,9.5,179,0,179
5560,57309,42232.37611,Germany,2187,GER2,Male,8.5,129,0,129
5561,57310,42232.41611,United States,2210,US14,Male,9,139,0,139
5562,57311,42232.51611,United States,2174,US11,Male,6,159,0.5,79.5
5563,57312,42232.53611,United States,2226,US4,Male,11.5,149,0,149
5564,57313,42232.73611,Canada,2208,CAN5,Female,8,189,0,189
5565,57314,42232.81611,United Kingdom,2224,UK4,Female,7.5,199,0.5,99.5
5566,57315,42232.88611,United Kingdom,2151,UK4,Female,8.5,129,0.3,90.3
5567,57316,42232.96611,Germany,2242,GER2,Male,9.5,169,0,169
5568,57317,42233.01611,United States,2165,US13,Female,9,169,0.1,152.1
5569,57318,42233.07611,United Kingdom,2238,UK4,Female,8,159,0,159
5570,57319,42233.29611,Canada,2202,CAN7,Male,14,179,0.3,125.3
5571,57320,42233.36611,Canada,2174,CAN6,Male,10,189,0.2,151.2
5572,57321,42233.37611,Germany,2201,GER2,Male,10.5,199,0.3,139.3
5573,57322,42233.39611,United States,2212,US14,Female,8.5,149,0,149
5574,57323,42233.51611,United States,2205,US13,Male,12,169,0,169
5575,57324,42233.65611,United States,2217,US3,Female,9.5,139,0,139
5576,57324,42233.65611,United States,2155,US15,Female,10.5,169,0,169
5577,57325,42233.73611,United States,2175,US2,Female,7,129,0,129
5578,57326,42233.80611,Germany,2201,GER2,Male,10.5,199,0.3,139.3
5579,57327,42233.83611,Germany,2166,GER2,Male,8,139,0,139
5580,57328,42233.96611,United States,2176,US12,Female,8,199,0,199
5581,57329,42234.01611,United States,2148,US13,Female,9,149,0,149
5582,57330,42234.03611,Germany,2214,GER2,Male,9.5,179,0,179
5583,57331,42234.06611,Germany,2239,GER2,Female,9.5,179,0,179
5584,57332,42234.07611,United Kingdom,2170,UK4,Female,8,199,0,199
5585,57333,42234.17611,United States,2149,US14,Male,9.5,199,0,199
5586,57334,42234.29611,United States,2192,US13,Male,8.5,159,0,159
5587,57335,42234.29611,Germany,2204,GER2,Female,7,179,0.3,125.3
5588,57336,42234.36611,Canada,2202,CAN7,Male,10.5,179,0.2,143.2
5589,57336,42234.36611,Canada,2206,CAN6,Male,10.5,189,0,189
5590,57337,42234.50611,United States,2169,US14,Male,6.5,139,0,139
5591,57338,42234.80611,United Kingdom,2185,UK3,Female,9.5,159,0.3,111.3
5592,57339,42234.80611,Germany,2179,GER2,Male,10,179,0.2,143.2
5593,57340,42234.98611,United States,2218,US12,Male,9.5,179,0.3,125.3
5594,57341,42235.01611,Canada,2209,CAN2,Female,11,179,0,179
5595,57342,42235.29611,United States,2208,US10,Female,7,179,0,179
5596,57343,42235.43611,United States,2171,US15,Female,5,149,0.3,104.3
5597,57344,42235.44611,Canada,2238,CAN3,Male,9,199,0,199
5598,57345,42235.50611,United States,2168,US14,Male,9.5,149,0.5,74.5
5599,57346,42235.57611,United Kingdom,2187,UK3,Male,10,189,0.5,94.5
5600,57347,42235.64611,United States,2175,US13,Male,8.5,169,0,169
5601,57348,42235.75611,United States,2242,US7,Female,8.5,159,0,159
5602,57349,42235.80611,United Kingdom,2237,UK2,Female,9.5,179,0.1,161.1
5603,57350,42235.80611,Canada,2213,CAN6,Male,9,199,0.5,99.5
5604,57351,42235.84611,United Kingdom,2193,UK4,Female,8.5,129,0,129
5605,57352,42235.98611,United States,2173,US12,Male,9.5,139,0.1,125.1
5606,57353,42236.04611,United States,2235,US1,Male,11,149,0,149
5607,57354,42236.04611,Canada,2150,CAN6,Female,7.5,199,0.3,139.3
5608,57355,42236.09611,Germany,2172,GER1,Male,9.5,199,0,199
5609,57356,42236.29611,Canada,2183,CAN6,Male,10,129,0,129
5610,57357,42236.29611,Germany,2234,GER2,Female,9.5,189,0,189
5611,57358,42236.36611,Canada,2171,CAN3,Male,9.5,149,0,149
5612,57359,42236.43611,Canada,2219,CAN3,Male,9,169,0.5,84.5
5613,57360,42236.44611,Canada,2149,CAN1,Male,9.5,179,0.2,143.2
5614,57361,42236.62611,Canada,2214,CAN1,Male,15,179,0,179
5615,57361,42236.62611,Canada,2180,CAN3,Male,8.5,189,0,189
5616,57362,42236.71611,Canada,2208,CAN5,Male,9.5,139,0,139
5617,57363,42236.75611,United States,2210,US4,Female,8.5,169,0,169
5618,57364,42236.84611,United Kingdom,2196,UK4,Female,8.5,199,0,199
5619,57365,42236.89611,United States,2152,US9,Female,8,139,0,139
5620,57366,42237.03611,United States,2201,US14,Female,7.5,159,0,159
5621,57367,42237.04611,United States,2199,US1,Male,11,169,0,169
5622,57368,42237.04611,Canada,2241,CAN7,Male,10.5,139,0,139
5623,57369,42237.40611,United Kingdom,2168,UK5,Male,8.5,189,0.1,170.1
5624,57370,42237.41611,United States,2153,US13,Male,11,129,0,129
5625,57371,42237.41611,United Kingdom,2184,UK2,Male,9.5,169,0,169
5626,57372,42237.42611,United States,2167,US12,Female,9,129,0.5,64.5
5627,57373,42237.55611,United States,2233,US13,Male,9,159,0.1,143.1
5628,57374,42237.62611,Canada,2238,CAN3,Male,9,199,0,199
5629,57374,42237.62611,Canada,2214,CAN1,Male,15,179,0,179
5630,57375,42237.74611,Germany,2158,GER1,Male,10.5,189,0,189
5631,57376,42237.75611,United States,2218,US12,Male,9.5,179,0.3,125.3
5632,57377,42237.86611,Germany,2220,GER1,Male,9.5,169,0.3,118.3
5633,57378,42237.89611,United States,2189,US1,Female,8,189,0.3,132.3
5634,57379,42238.03611,Germany,2192,GER1,Male,11,199,0,199
5635,57380,42238.04611,Canada,2147,CAN6,Male,9.5,149,0,149
5636,57381,42238.09611,Germany,2192,GER1,Male,10.5,199,0,199
5637,57382,42238.19611,United States,2163,US12,Male,10,169,0.2,135.2
5638,57382,42238.19611,United States,2207,US14,Female,10.5,149,0.2,119.2
5639,57383,42238.33611,United Kingdom,2215,UK5,Male,11,179,0.3,125.3
5640,57384,42238.42611,United States,2197,US12,Female,9,149,0.3,104.3
5641,57385,42238.55611,United States,2226,US13,Male,9.5,189,0,189
5642,57386,42238.59611,United States,2147,US14,Male,9,139,0,139
5643,57387,42238.69611,Germany,2221,GER1,Female,7.5,159,0,159
5644,57388,42238.71611,Canada,2206,CAN6,Male,10.5,189,0,189
5645,57389,42238.74611,Germany,2230,GER2,Male,10.5,199,0.1,179.1
5646,57390,42238.78611,United States,2176,US12,Male,11.5,129,0,129
5647,57391,42238.78611,Canada,2166,CAN3,Male,8.5,179,0,179
5648,57392,42239.07611,United States,2181,US13,Male,10,179,0,179
5649,57393,42239.19611,United States,2203,US14,Female,9.5,129,0,129
5650,57394,42239.32611,Germany,2241,GER2,Female,8,179,0.1,161.1
5651,57395,42239.41611,Germany,2231,GER3,Female,9,149,0,149
5652,57395,42239.41611,Germany,2155,GER3,Female,11.5,189,0.5,94.5
5653,57396,42239.47611,United States,2148,US12,Female,11.5,169,0.1,152.1
5654,57397,42239.57611,Canada,2148,CAN7,Male,10.5,129,0.2,103.2
5655,57398,42239.66611,Germany,2159,GER1,Male,9.5,149,0.2,119.2
5656,57399,42239.69611,Germany,2198,GER1,Male,13,179,0,179
5657,57400,42239.78611,United States,2158,US5,Female,8.5,159,0,159
5658,57401,42239.78611,Canada,2208,CAN5,Male,9.5,139,0,139
5659,57402,42240.11611,United States,2217,US12,Male,11,199,0,199
5660,57403,42240.19611,United States,2194,US11,Female,9.5,199,0.2,159.2
5661,57404,42240.19611,United States,2179,US12,Female,8.5,139,0.3,97.3
5662,57405,42240.25611,United Kingdom,2237,UK5,Male,10.5,199,0,199
5663,57406,42240.25611,United States,2210,US13,Female,9,159,0,159
5664,57407,42240.42611,Germany,2236,GER1,Male,9.5,199,0.2,159.2
5665,57408,42240.57611,United States,2206,US12,Male,10,149,0.3,104.3
5666,57409,42240.57611,Canada,2165,CAN5,Male,9,169,0.1,152.1
5667,57409,42240.57611,Canada,2162,CAN1,Male,6.5,199,0.1,179.1
5668,57410,42240.67611,Germany,2229,GER2,Male,9,199,0.2,159.2
5669,57411,42240.69611,Germany,2218,GER2,Male,7,129,0,129
5670,57412,42240.69611,Germany,2172,GER1,Male,9.5,199,0,199
5671,57413,42240.71611,Germany,2167,GER2,Female,10,149,0,149
5672,57414,42240.78611,Canada,2241,CAN2,Male,8.5,189,0.1,170.1
5673,57415,42240.99611,United States,2204,US12,Male,10.5,129,0.1,116.1
5674,57416,42241.01611,United States,2190,US12,Female,10.5,139,0,139
5675,57417,42241.07611,United States,2226,US13,Male,9.5,189,0,189
5676,57418,42241.09611,United States,2157,US6,Male,14,159,0,159
5677,57419,42241.11611,United States,2180,US12,Male,8.5,159,0,159
5678,57420,42241.19611,United States,2182,US15,Male,9,149,0.3,104.3
5679,57421,42241.25611,United Kingdom,2160,UK5,Male,11.5,129,0,129
5680,57422,42241.34611,United States,2213,US13,Male,10.5,149,0.1,134.1
5681,57423,42241.34611,Germany,2188,GER1,Male,6.5,149,0.1,134.1
5682,57424,42241.37611,Canada,2211,CAN3,Male,9.5,199,0.1,179.1
5683,57425,42241.42611,United States,2189,US12,Female,7.5,149,0.5,74.5
5684,57426,42241.50611,United States,2233,US12,Female,8,179,0,179
5685,57427,42241.62611,Germany,2159,GER1,Male,9.5,149,0.2,119.2
5686,57428,42241.69611,Germany,2214,GER2,Male,9.5,179,0,179
5687,57429,42241.69611,Canada,2239,CAN3,Male,9.5,169,0,169
5688,57430,42241.91611,Germany,2170,GER2,Female,8,139,0,139
5689,57431,42241.97611,United Kingdom,2149,UK2,Female,8,159,0,159
5690,57432,42241.99611,United States,2202,US1,Female,8.5,149,0,149
5691,57432,42241.99611,United States,2206,US12,Male,9,149,0.2,119.2
5692,57433,42242.02611,Canada,2214,CAN1,Male,15,179,0,179
5693,57434,42242.06611,United Kingdom,2161,UK5,Male,14,129,0,129
5694,57435,42242.09611,United States,2166,US4,Female,9,159,0,159
5695,57436,42242.25611,United Kingdom,2168,UK5,Male,8.5,189,0.1,170.1
5696,57437,42242.37611,United States,2181,US15,Male,10,179,0.2,143.2
5697,57438,42242.37611,Canada,2226,CAN5,Male,11.5,199,0.5,99.5
5698,57439,42242.41611,United States,2160,US1,Male,9.5,169,0.3,118.3
5699,57440,42242.42611,Germany,2158,GER1,Male,10.5,189,0,189
5700,57441,42242.57611,United States,2217,US12,Male,11,199,0,199
5701,57442,42242.82611,Canada,2174,CAN1,Male,8.5,149,0.1,134.1
5702,57443,42242.91611,Germany,2164,GER1,Male,9.5,179,0.3,125.3
5703,57444,42242.95611,Canada,2235,CAN6,Male,9.5,149,0.3,104.3
5704,57445,42243.06611,United Kingdom,2233,UK4,Male,10,169,0,169
5705,57446,42243.09611,United States,2174,US11,Male,6,159,0.5,79.5
5706,57447,42243.16611,Germany,2198,GER1,Male,13,179,0,179
5707,57448,42243.17611,Germany,2197,GER1,Male,8,169,0,169
5708,57449,42243.34611,Germany,2159,GER1,Female,8.5,149,0,149
5709,57450,42243.35611,Germany,2177,GER3,Male,10,169,0,169
5710,57451,42243.37611,Canada,2222,CAN7,Female,8.5,129,0,129
5711,57452,42243.41611,United States,2187,US7,Male,9,199,0,199
5712,57453,42243.51611,Canada,2174,CAN3,Female,7.5,199,0.5,99.5
5713,57453,42243.51611,Canada,2213,CAN1,Male,9.5,129,0.1,116.1
5714,57454,42243.69611,Canada,2216,CAN2,Female,9,189,0,189
5715,57455,42243.77611,Germany,2186,GER1,Male,11.5,179,0.3,125.3
5716,57456,42243.91611,Germany,2181,GER1,Male,10.5,159,0,159
5717,57457,42243.95611,Canada,2239,CAN3,Male,9.5,169,0,169
5718,57458,42243.97611,Germany,2170,GER2,Male,10,129,0,129
5719,57459,42244.01611,Germany,2170,GER2,Female,8,139,0,139
5720,57460,42244.17611,Germany,2181,GER3,Male,15,199,0,199
5721,57461,42244.17611,United States,2234,US15,Female,5.5,169,0,169
5722,57462,42244.22611,United Kingdom,2182,UK3,Male,9.5,129,0,129
5723,57463,42244.32611,United States,2242,US7,Female,8.5,159,0,159
5724,57464,42244.37611,Germany,2197,GER2,Female,9,159,0.2,127.2
5725,57465,42244.41611,United States,2157,US6,Male,14,159,0,159
5726,57466,42244.43611,United Kingdom,2227,UK1,Female,7.5,129,0.5,64.5
5727,57467,42244.51611,Canada,2174,CAN3,Female,7.5,199,0.5,99.5
5728,57468,42244.60611,Canada,2235,CAN6,Male,8,149,0,149
5729,57469,42244.61611,Canada,2182,CAN5,Male,11,189,0,189
5730,57470,42244.69611,United States,2147,US14,Male,9,139,0,139
5731,57471,42244.77611,Germany,2199,GER2,Male,14,159,0.1,143.1
5732,57472,42244.86611,Germany,2190,GER2,Male,10,189,0,189
5733,57473,42244.95611,Canada,2166,CAN3,Male,8.5,179,0,179
5734,57474,42244.96611,United States,2174,US12,Male,6,139,0.1,125.1
5735,57475,42245.01611,Germany,2164,GER1,Male,9.5,179,0.3,125.3
5736,57476,42245.06611,United Kingdom,2182,UK2,Male,10,139,0,139
5737,57477,42245.08611,Germany,2200,GER1,Female,9,139,0.3,97.3
5738,57478,42245.17611,Germany,2199,GER1,Female,5.5,189,0.1,170.1
5739,57478,42245.17611,Germany,2221,GER2,Female,8,189,0,189
5740,57479,42245.22611,United Kingdom,2161,UK5,Male,14,129,0,129
5741,57480,42245.28611,United States,2242,US11,Male,9.5,189,0,189
5742,57481,42245.37611,Germany,2193,GER1,Female,9,179,0,179
5743,57482,42245.43611,United Kingdom,2223,UK3,Female,7.5,169,0.1,152.1
5744,57483,42245.51611,Canada,2211,CAN3,Male,9.5,199,0.1,179.1
5745,57484,42245.57611,United States,2206,US12,Male,9,149,0.2,119.2
5746,57485,42245.61611,Canada,2180,CAN3,Male,8.5,189,0,189
5747,57486,42245.74611,Canada,2188,CAN3,Female,7,199,0,199
5748,57487,42245.77611,United States,2169,US12,Male,10.5,169,0.3,118.3
5749,57488,42245.78611,United States,2180,US1,Female,9,189,0.1,170.1
5750,57489,42246.03611,Canada,2213,CAN5,Male,9.5,129,0.5,64.5
5751,57490,42246.12611,Germany,2223,GER1,Male,10,169,0,169
5752,57491,42246.15611,United States,2155,US2,Female,8.5,189,0,189
5753,57492,42246.25611,United States,2234,US11,Female,8,199,0,199
5754,57493,42246.28611,Canada,2174,CAN2,Female,11,179,0,179
5755,57494,42246.30611,Germany,2212,GER1,Male,9,189,0,189
5756,57495,42246.36611,Canada,2177,CAN1,Male,10.5,129,0,129
5757,57495,42246.36611,Canada,2213,CAN6,Male,12,159,0,159
5758,57496,42246.42611,Canada,2153,CAN3,Male,9.5,169,0,169
5759,57497,42246.43611,Germany,2207,GER1,Male,10.5,169,0,169
5760,57498,42246.45611,Germany,2191,GER2,Male,9.5,179,0,179
5761,57499,42246.60611,Canada,2239,CAN3,Male,9.5,169,0,169
5762,57500,42246.78611,United States,2218,US10,Female,9,139,0,139
5763,57501,42246.86611,United States,2239,US5,Female,7.5,149,0,149
5764,57502,42246.94611,United States,2151,US12,Male,9,149,0,149
5765,57503,42246.96611,United States,2206,US12,Male,10,149,0.3,104.3
5766,57504,42247.12611,United States,2175,US12,Female,10.5,189,0,189
5767,57505,42247.15611,United States,2176,US12,Male,10,169,0.2,135.2
5768,57506,42247.19611,Germany,2220,GER1,Male,9,139,0,139
5769,57506,42247.19611,Germany,2193,GER1,Female,7.5,179,0.5,89.5
5770,57507,42247.39611,Germany,2148,GER3,Male,10,139,0,139
5771,57508,42247.47611,Germany,2228,GER3,Female,6.5,169,0.5,84.5
5772,57509,42247.66611,Canada,2222,CAN1,Female,7.5,129,0,129
5773,57510,42247.76611,Germany,2212,GER2,Male,9,159,0.2,127.2
5774,57511,42247.78611,Germany,2237,GER2,Male,9.5,199,0.2,159.2
5775,57512,42247.87611,United States,2232,US2,Female,8,129,0.1,116.1
5776,57513,42247.94611,United States,2191,US8,Male,8.5,159,0,159
5777,57514,42248.04611,Canada,2188,CAN3,Female,7,199,0,199
5778,57515,42248.10611,Germany,2190,GER2,Female,6.5,159,0.3,111.3
5779,57516,42248.12611,United States,2240,US5,Female,7,189,0.1,170.1
5780,57516,42248.12611,United States,2212,US12,Female,10.5,179,0,179
5781,57516,42248.12611,United States,2207,US13,Male,8,139,0,139
5782,57517,42248.30611,Germany,2180,GER2,Male,9,139,0,139
5783,57518,42248.36611,Canada,2216,CAN1,Male,11.5,169,0,169
5784,57519,42248.39611,Germany,2242,GER2,Male,9.5,169,0,169
5785,57520,42248.48611,United States,2161,US7,Male,9.5,179,0,179
5786,57521,42248.49611,Germany,2236,GER1,Male,9.5,199,0.2,159.2
5787,57522,42248.74611,Germany,2172,GER1,Male,9,139,0.5,69.5
5788,57523,42248.76611,United States,2198,US12,Female,8,139,0,139
5789,57524,42248.85611,Germany,2193,GER1,Female,7.5,179,0.5,89.5
5790,57525,42248.87611,United States,2234,US11,Female,8,199,0,199
5791,57526,42248.98611,United States,2222,US12,Male,10,139,0.1,125.1
5792,57527,42249.04611,Canada,2188,CAN6,Male,10,139,0.5,69.5
5793,57528,42249.05611,Germany,2217,GER2,Female,7.5,189,0,189
5794,57529,42249.12611,Germany,2201,GER1,Female,8.5,169,0.3,118.3
5795,57530,42249.12611,United States,2177,US7,Female,7,129,0,129
5796,57531,42249.19611,Germany,2212,GER1,Male,9,189,0,189
5797,57532,42249.25611,Canada,2202,CAN7,Male,10.5,129,0.5,64.5
5798,57533,42249.39611,Germany,2213,GER1,Male,6,129,0.2,103.2
5799,57534,42249.39611,United States,2176,US12,Female,8,199,0,199
5800,57535,42249.41611,United States,2157,US12,Female,8.5,149,0.5,74.5
5801,57536,42249.47611,Canada,2235,CAN6,Male,9.5,149,0.3,104.3
5802,57537,42249.48611,United States,2160,US1,Male,9.5,169,0.3,118.3
5803,57538,42249.66611,Canada,2153,CAN3,Male,9.5,169,0,169
5804,57539,42249.69611,United States,2152,US9,Female,8,139,0,139
5805,57540,42249.76611,Germany,2216,GER2,Male,11.5,189,0.3,132.3
5806,57541,42249.85611,Germany,2220,GER1,Male,9,139,0,139
5807,57542,42249.87611,Germany,2218,GER2,Male,7,129,0,129
5808,57543,42249.97611,United States,2148,US10,Male,11.5,159,0.2,127.2
5809,57544,42250.03611,Canada,2177,CAN1,Male,10.5,129,0,129
5810,57545,42250.10611,Germany,2241,GER3,Female,6.5,159,0,159
5811,57546,42250.25611,United States,2149,US12,Male,9,169,0,169
5812,57547,42250.41611,United States,2237,US13,Female,8.5,139,0.5,69.5
5813,57548,42250.53611,United States,2236,US8,Male,8.5,169,0,169
5814,57549,42250.59611,Germany,2168,GER1,Female,6.5,159,0,159
5815,57550,42250.71611,United Kingdom,2182,UK3,Male,9.5,129,0,129
5816,57551,42250.73611,United States,2231,US15,Female,8,179,0,179
5817,57552,42250.89611,United States,2239,US5,Male,9.5,139,0,139
5818,57553,42250.99611,United Kingdom,2230,UK4,Male,9,139,0,139
5819,57554,42251.02611,United Kingdom,2215,UK3,Male,9.5,149,0.2,119.2
5820,57555,42251.05611,Germany,2197,GER2,Female,7.5,169,0,169
5821,57556,42251.18611,United States,2212,US3,Male,10,179,0,179
5822,57557,42251.36611,Germany,2169,GER2,Female,6.5,199,0.5,99.5
5823,57558,42251.41611,Germany,2207,GER3,Male,9,149,0,149
5824,57559,42251.41611,United States,2163,US12,Female,8.5,129,0.5,64.5
5825,57559,42251.41611,United States,2165,US12,Female,9.5,199,0,199
5826,57560,42251.49611,Germany,2178,GER1,Male,8.5,139,0.5,69.5
5827,57561,42251.53611,Canada,2222,CAN1,Female,10.5,199,0,199
5828,57562,42251.54611,Germany,2159,GER2,Male,10,199,0,199
5829,57563,42251.89611,United States,2148,US10,Male,11.5,159,0.2,127.2
5830,57563,42251.89611,United States,2220,US13,Female,9,199,0.1,179.1
5831,57564,42251.97611,United States,2160,US1,Male,9.5,169,0.3,118.3
5832,57565,42252.02611,United Kingdom,2150,UK1,Male,9,129,0,129
5833,57566,42252.17611,Germany,2175,GER2,Female,9,129,0.1,116.1
5834,57567,42252.18611,United States,2151,US12,Male,9,149,0,149
5835,57568,42252.23611,Germany,2241,GER3,Female,8,169,0.2,135.2
5836,57569,42252.25611,Canada,2232,CAN7,Female,10.5,169,0,169
5837,57570,42252.46611,United Kingdom,2152,UK5,Male,8.5,199,0.2,159.2
5838,57571,42252.48611,United States,2182,US2,Male,9.5,149,0,149
5839,57572,42252.61611,Germany,2203,GER1,Female,9,199,0,199
5840,57573,42252.68611,United States,2224,US12,Male,9.5,129,0.2,103.2
5841,57574,42252.72611,United States,2170,US14,Male,10.5,149,0,149
5842,57575,42252.73611,United States,2209,US15,Female,8,199,0,199
5843,57576,42252.74611,United States,2167,US15,Male,9,139,0.1,125.1
5844,57577,42252.89611,United States,2148,US10,Male,11.5,159,0.2,127.2
5845,57578,42253.26611,United States,2213,US3,Female,7.5,199,0.3,139.3
5846,57579,42253.34611,United States,2149,US13,Male,6,139,0.5,69.5
5847,57580,42253.46611,United Kingdom,2165,UK3,Male,9,169,0.3,118.3
5848,57581,42253.48611,United States,2189,US2,Male,10.5,129,0,129
5849,57582,42253.61611,Germany,2211,GER2,Female,9,189,0,189
5850,57583,42253.64611,United Kingdom,2163,UK2,Male,9,139,0.3,97.3
5851,57584,42253.67611,United States,2187,US14,Female,7.5,189,0.5,94.5
5852,57585,42253.68611,United Kingdom,2196,UK5,Female,8.5,199,0,199
5853,57586,42253.72611,United States,2190,US9,Male,9,149,0,149
5854,57587,42253.74611,Germany,2215,GER3,Female,8.5,189,0.2,151.2
5855,57588,42253.75611,Germany,2165,GER1,Male,9,149,0.2,119.2
5856,57589,42253.94611,Canada,2164,CAN6,Male,10,199,0,199
5857,57590,42254.25611,Germany,2191,GER3,Male,9.5,179,0,179
5858,57591,42254.26611,Germany,2183,GER1,Male,9,139,0.1,125.1
5859,57592,42254.29611,Germany,2228,GER1,Male,8,129,0,129
5860,57593,42254.32611,United Kingdom,2231,UK4,Female,10.5,169,0,169
5861,57594,42254.34611,United States,2193,US8,Female,9,189,0.2,151.2
5862,57595,42254.43611,Canada,2204,CAN5,Female,8,129,0,129
5863,57596,42254.46611,United Kingdom,2151,UK5,Male,10,179,0.3,125.3
5864,57597,42254.48611,United States,2212,US3,Male,10,179,0,179
5865,57598,42254.61611,Germany,2183,GER1,Male,9.5,149,0.5,74.5
5866,57599,42254.61611,Germany,2201,GER2,Female,9,149,0,149
5867,57600,42254.64611,United Kingdom,2152,UK5,Male,8.5,199,0.2,159.2
5868,57601,42254.65611,United States,2189,US12,Male,8.5,139,0,139
5869,57601,42254.65611,United States,2234,US12,Female,9,199,0.3,139.3
5870,57602,42254.67611,Germany,2157,GER1,Male,10,169,0,169
5871,57603,42254.68611,United States,2222,US12,Male,10,139,0.1,125.1
5872,57603,42254.68611,United States,2220,US12,Female,9.5,189,0.5,94.5
5873,57604,42254.72611,United States,2172,US10,Male,9.5,149,0,149
5874,57605,42254.80611,United States,2213,US12,Female,7.5,199,0,199
5875,57606,42254.94611,United Kingdom,2215,UK5,Female,5,199,0.1,179.1
5876,57607,42255.06611,Germany,2181,GER2,Male,9.5,199,0,199
5877,57608,42255.08611,Germany,2148,GER1,Male,10.5,129,0.5,64.5
5878,57609,42255.17611,Germany,2175,GER2,Male,9,129,0,129
5879,57610,42255.20611,Germany,2155,GER2,Male,11.5,129,0,129
5880,57611,42255.21611,United Kingdom,2215,UK3,Male,9.5,149,0.2,119.2
5881,57612,42255.29611,Germany,2212,GER2,Male,9,159,0.2,127.2
5882,57613,42255.34611,United States,2180,US1,Female,9,189,0.1,170.1
5883,57614,42255.43611,Germany,2176,GER2,Male,9.5,149,0,149
5884,57615,42255.51611,United States,2158,US12,Male,10.5,169,0,169
5885,57615,42255.51611,United States,2234,US12,Male,6,159,0,159
5886,57616,42255.61611,Canada,2195,CAN3,Male,8.5,159,0.2,127.2
5887,57617,42255.64611,United States,2237,US14,Female,7.5,159,0.5,79.5
5888,57618,42255.65611,United States,2191,US12,Male,9,189,0,189
5889,57619,42255.69611,United States,2201,US12,Male,10,189,0,189
5890,57620,42255.93611,Germany,2186,GER1,Male,11,169,0,169
5891,57621,42256.01611,United States,2150,US12,Female,8,149,0.3,104.3
5892,57622,42256.04611,Germany,2191,GER3,Male,9.5,179,0,179
5893,57623,42256.17611,United States,2233,US5,Female,8,179,0,179
5894,57624,42256.31611,Germany,2186,GER1,Male,8.5,189,0,189
5895,57625,42256.40611,Germany,2163,GER1,Male,10.5,179,0,179
5896,57625,42256.40611,Germany,2157,GER2,Female,8,159,0,159
5897,57626,42256.43611,Canada,2236,CAN2,Female,8,199,0.3,139.3
5898,57627,42256.51611,United States,2158,US12,Male,10.5,169,0,169
5899,57628,42256.59611,Canada,2221,CAN1,Male,7.5,189,0,189
5900,57629,42256.59611,United States,2227,US12,Male,10,199,0,199
5901,57630,42256.61611,Canada,2164,CAN6,Male,10,199,0,199
5902,57630,42256.61611,Canada,2204,CAN3,Female,8,189,0.5,94.5
5903,57631,42256.64611,Germany,2173,GER1,Male,9.5,179,0.2,143.2
5904,57632,42256.91611,United States,2152,US15,Female,8,139,0,139
5905,57633,42256.97611,Germany,2240,GER1,Female,6.5,179,0,179
5906,57634,42257.01611,United States,2166,US9,Male,10,149,0,149
5907,57635,42257.02611,Germany,2172,GER1,Female,9.5,129,0,129
5908,57636,42257.04611,Germany,2190,GER3,Male,8.5,139,0,139
5909,57637,42257.17611,Germany,2204,GER1,Male,14,139,0.5,69.5
5910,57638,42257.20611,United States,2226,US13,Female,8,189,0.5,94.5
5911,57639,42257.31611,United States,2180,US13,Female,9,199,0.5,99.5
5912,57640,42257.45611,United States,2234,US12,Male,6,159,0,159
5913,57641,42257.64611,Germany,2191,GER3,Male,9.5,179,0,179
5914,57642,42257.64611,Germany,2178,GER2,Male,7.5,129,0,129
5915,57643,42257.69611,United States,2224,US12,Male,9.5,129,0.2,103.2
5916,57644,42257.71611,Canada,2160,CAN2,Male,9.5,179,0,179
5917,57645,42257.72611,Canada,2195,CAN3,Male,12,179,0.2,143.2
5918,57646,42257.72611,Germany,2165,GER1,Male,9,149,0.2,119.2
5919,57647,42257.91611,United States,2199,US3,Female,8,169,0.1,152.1
5920,57648,42258.15611,United States,2210,US4,Female,5,189,0.1,170.1
5921,57649,42258.18611,Germany,2168,GER3,Female,8.5,149,0,149
